drug,event,count,ror,ror_ci_lower,ror_ci_upper,prr,chi2,signal_flagged,rationale
TYMLOS,Joint instability,9,6.81,3.5,13.23,6.81,43.11,True,"TYMLOS was reported with 'Joint instability' in 9 cases. This combination occurs 6.81x more often than expected (95% CI: 3.5-13.23, entirely above 1, meaning the result is statistically significant). PRR=6.81 (≥2 threshold met), chi2=43.11 (≥4 threshold met)."
FOLIC ACID,Maternal exposure before pregnancy,24,3.55,2.37,5.31,3.54,42.9,True,"FOLIC ACID was reported with 'Maternal exposure before pregnancy' in 24 cases. This combination occurs 3.55x more often than expected (95% CI: 2.37-5.31, entirely above 1, meaning the result is statistically significant). PRR=3.54 (≥2 threshold met), chi2=42.9 (≥4 threshold met)."
METHOTREXATE,Bicytopenia,8,7.5,3.69,15.26,7.5,42.88,True,"METHOTREXATE was reported with 'Bicytopenia' in 8 cases. This combination occurs 7.5x more often than expected (95% CI: 3.69-15.26, entirely above 1, meaning the result is statistically significant). PRR=7.5 (≥2 threshold met), chi2=42.88 (≥4 threshold met)."
TYMLOS,Vitamin D decreased,20,3.93,2.52,6.12,3.93,42.84,True,"TYMLOS was reported with 'Vitamin D decreased' in 20 cases. This combination occurs 3.93x more often than expected (95% CI: 2.52-6.12, entirely above 1, meaning the result is statistically significant). PRR=3.93 (≥2 threshold met), chi2=42.84 (≥4 threshold met)."
RITUXIMAB,Polymers allergy,7,8.39,3.91,18.01,8.39,42.83,True,"RITUXIMAB was reported with 'Polymers allergy' in 7 cases. This combination occurs 8.39x more often than expected (95% CI: 3.91-18.01, entirely above 1, meaning the result is statistically significant). PRR=8.39 (≥2 threshold met), chi2=42.83 (≥4 threshold met)."
RITUXIMAB,Antiphospholipid syndrome,9,6.86,3.51,13.41,6.86,42.81,True,"RITUXIMAB was reported with 'Antiphospholipid syndrome' in 9 cases. This combination occurs 6.86x more often than expected (95% CI: 3.51-13.41, entirely above 1, meaning the result is statistically significant). PRR=6.86 (≥2 threshold met), chi2=42.81 (≥4 threshold met)."
ASPIRIN,Cardiac operation,15,4.71,2.82,7.87,4.71,42.68,True,"ASPIRIN was reported with 'Cardiac operation' in 15 cases. This combination occurs 4.71x more often than expected (95% CI: 2.82-7.87, entirely above 1, meaning the result is statistically significant). PRR=4.71 (≥2 threshold met), chi2=42.68 (≥4 threshold met)."
ASPIRIN,Prostatic specific antigen increased,21,3.8,2.47,5.86,3.8,42.4,True,"ASPIRIN was reported with 'Prostatic specific antigen increased' in 21 cases. This combination occurs 3.8x more often than expected (95% CI: 2.47-5.86, entirely above 1, meaning the result is statistically significant). PRR=3.8 (≥2 threshold met), chi2=42.4 (≥4 threshold met)."
METHOTREXATE,Mucosal haemorrhage,6,9.4,4.12,21.45,9.4,42.31,True,"METHOTREXATE was reported with 'Mucosal haemorrhage' in 6 cases. This combination occurs 9.4x more often than expected (95% CI: 4.12-21.45, entirely above 1, meaning the result is statistically significant). PRR=9.4 (≥2 threshold met), chi2=42.31 (≥4 threshold met)."
PREDNISONE,Infective tenosynovitis,5,11.43,4.51,28.96,11.43,42.3,True,"PREDNISONE was reported with 'Infective tenosynovitis' in 5 cases. This combination occurs 11.43x more often than expected (95% CI: 4.51-28.96, entirely above 1, meaning the result is statistically significant). PRR=11.43 (≥2 threshold met), chi2=42.3 (≥4 threshold met)."
PREDNISONE,Microsporidia infection,5,11.43,4.51,28.96,11.43,42.3,True,"PREDNISONE was reported with 'Microsporidia infection' in 5 cases. This combination occurs 11.43x more often than expected (95% CI: 4.51-28.96, entirely above 1, meaning the result is statistically significant). PRR=11.43 (≥2 threshold met), chi2=42.3 (≥4 threshold met)."
FOLIC ACID,Sepsis neonatal,5,10.92,4.41,27.01,10.92,42.19,True,"FOLIC ACID was reported with 'Sepsis neonatal' in 5 cases. This combination occurs 10.92x more often than expected (95% CI: 4.41-27.01, entirely above 1, meaning the result is statistically significant). PRR=10.92 (≥2 threshold met), chi2=42.19 (≥4 threshold met)."
TYMLOS,Upper limb fracture,23,3.59,2.37,5.42,3.58,42.1,True,"TYMLOS was reported with 'Upper limb fracture' in 23 cases. This combination occurs 3.59x more often than expected (95% CI: 2.37-5.42, entirely above 1, meaning the result is statistically significant). PRR=3.58 (≥2 threshold met), chi2=42.1 (≥4 threshold met)."
PREDNISONE,Viral hepatitis carrier,6,9.63,4.15,22.32,9.62,41.96,True,"PREDNISONE was reported with 'Viral hepatitis carrier' in 6 cases. This combination occurs 9.63x more often than expected (95% CI: 4.15-22.32, entirely above 1, meaning the result is statistically significant). PRR=9.62 (≥2 threshold met), chi2=41.96 (≥4 threshold met)."
INFLIXIMAB,Ileostomy,9,6.66,3.43,12.95,6.66,41.89,True,"INFLIXIMAB was reported with 'Ileostomy' in 9 cases. This combination occurs 6.66x more often than expected (95% CI: 3.43-12.95, entirely above 1, meaning the result is statistically significant). PRR=6.66 (≥2 threshold met), chi2=41.89 (≥4 threshold met)."
DUPIXENT,Lip pruritus,6,9.52,4.12,22.0,9.52,41.69,True,"DUPIXENT was reported with 'Lip pruritus' in 6 cases. This combination occurs 9.52x more often than expected (95% CI: 4.12-22.0, entirely above 1, meaning the result is statistically significant). PRR=9.52 (≥2 threshold met), chi2=41.69 (≥4 threshold met)."
ASPIRIN,Adjustment disorder,31,3.04,2.13,4.33,3.04,41.65,True,"ASPIRIN was reported with 'Adjustment disorder' in 31 cases. This combination occurs 3.04x more often than expected (95% CI: 2.13-4.33, entirely above 1, meaning the result is statistically significant). PRR=3.04 (≥2 threshold met), chi2=41.65 (≥4 threshold met)."
TYMLOS,Vasodilatation,8,7.25,3.58,14.69,7.25,41.63,True,"TYMLOS was reported with 'Vasodilatation' in 8 cases. This combination occurs 7.25x more often than expected (95% CI: 3.58-14.69, entirely above 1, meaning the result is statistically significant). PRR=7.25 (≥2 threshold met), chi2=41.63 (≥4 threshold met)."
ASPIRIN,Yawning,6,9.16,4.03,20.81,9.16,41.43,True,"ASPIRIN was reported with 'Yawning' in 6 cases. This combination occurs 9.16x more often than expected (95% CI: 4.03-20.81, entirely above 1, meaning the result is statistically significant). PRR=9.16 (≥2 threshold met), chi2=41.43 (≥4 threshold met)."
DUPIXENT,Otorrhoea,8,7.42,3.62,15.23,7.42,41.32,True,"DUPIXENT was reported with 'Otorrhoea' in 8 cases. This combination occurs 7.42x more often than expected (95% CI: 3.62-15.23, entirely above 1, meaning the result is statistically significant). PRR=7.42 (≥2 threshold met), chi2=41.32 (≥4 threshold met)."
TYMLOS,Hair texture abnormal,11,5.68,3.12,10.35,5.68,41.26,True,"TYMLOS was reported with 'Hair texture abnormal' in 11 cases. This combination occurs 5.68x more often than expected (95% CI: 3.12-10.35, entirely above 1, meaning the result is statistically significant). PRR=5.68 (≥2 threshold met), chi2=41.26 (≥4 threshold met)."
METHOTREXATE,Pulmonary tuberculosis,9,6.62,3.4,12.92,6.62,41.12,True,"METHOTREXATE was reported with 'Pulmonary tuberculosis' in 9 cases. This combination occurs 6.62x more often than expected (95% CI: 3.4-12.92, entirely above 1, meaning the result is statistically significant). PRR=6.62 (≥2 threshold met), chi2=41.12 (≥4 threshold met)."
ACETAMINOPHEN,Cleft palate,18,4.13,2.58,6.62,4.13,41.12,True,"ACETAMINOPHEN was reported with 'Cleft palate' in 18 cases. This combination occurs 4.13x more often than expected (95% CI: 2.58-6.62, entirely above 1, meaning the result is statistically significant). PRR=4.13 (≥2 threshold met), chi2=41.12 (≥4 threshold met)."
RITUXIMAB,Aspergillus infection,28,3.19,2.19,4.64,3.19,41.11,True,"RITUXIMAB was reported with 'Aspergillus infection' in 28 cases. This combination occurs 3.19x more often than expected (95% CI: 2.19-4.64, entirely above 1, meaning the result is statistically significant). PRR=3.19 (≥2 threshold met), chi2=41.11 (≥4 threshold met)."
ASPIRIN,Lip oedema,9,6.55,3.37,12.75,6.55,40.83,True,"ASPIRIN was reported with 'Lip oedema' in 9 cases. This combination occurs 6.55x more often than expected (95% CI: 3.37-12.75, entirely above 1, meaning the result is statistically significant). PRR=6.55 (≥2 threshold met), chi2=40.83 (≥4 threshold met)."
RITUXIMAB,Nephropathy toxic,29,3.12,2.16,4.51,3.12,40.77,True,"RITUXIMAB was reported with 'Nephropathy toxic' in 29 cases. This combination occurs 3.12x more often than expected (95% CI: 2.16-4.51, entirely above 1, meaning the result is statistically significant). PRR=3.12 (≥2 threshold met), chi2=40.77 (≥4 threshold met)."
FOLIC ACID,Penile ulceration,6,9.06,3.98,20.62,9.06,40.74,True,"FOLIC ACID was reported with 'Penile ulceration' in 6 cases. This combination occurs 9.06x more often than expected (95% CI: 3.98-20.62, entirely above 1, meaning the result is statistically significant). PRR=9.06 (≥2 threshold met), chi2=40.74 (≥4 threshold met)."
RITUXIMAB,Extradural haematoma,9,6.59,3.37,12.88,6.59,40.65,True,"RITUXIMAB was reported with 'Extradural haematoma' in 9 cases. This combination occurs 6.59x more often than expected (95% CI: 3.37-12.88, entirely above 1, meaning the result is statistically significant). PRR=6.59 (≥2 threshold met), chi2=40.65 (≥4 threshold met)."
PREDNISONE,Pneumonia cryptococcal,9,6.64,3.37,13.06,6.64,40.17,True,"PREDNISONE was reported with 'Pneumonia cryptococcal' in 9 cases. This combination occurs 6.64x more often than expected (95% CI: 3.37-13.06, entirely above 1, meaning the result is statistically significant). PRR=6.64 (≥2 threshold met), chi2=40.17 (≥4 threshold met)."
TYMLOS,Restless legs syndrome,26,3.26,2.21,4.81,3.26,40.15,True,"TYMLOS was reported with 'Restless legs syndrome' in 26 cases. This combination occurs 3.26x more often than expected (95% CI: 2.21-4.81, entirely above 1, meaning the result is statistically significant). PRR=3.26 (≥2 threshold met), chi2=40.15 (≥4 threshold met)."
INFLIXIMAB,Metastases to peritoneum,9,6.42,3.31,12.47,6.42,39.89,True,"INFLIXIMAB was reported with 'Metastases to peritoneum' in 9 cases. This combination occurs 6.42x more often than expected (95% CI: 3.31-12.47, entirely above 1, meaning the result is statistically significant). PRR=6.42 (≥2 threshold met), chi2=39.89 (≥4 threshold met)."
ASPIRIN,Atrial septal defect,11,5.55,3.04,10.11,5.55,39.75,True,"ASPIRIN was reported with 'Atrial septal defect' in 11 cases. This combination occurs 5.55x more often than expected (95% CI: 3.04-10.11, entirely above 1, meaning the result is statistically significant). PRR=5.55 (≥2 threshold met), chi2=39.75 (≥4 threshold met)."
TYMLOS,Blood parathyroid hormone decreased,14,4.69,2.76,7.97,4.69,39.74,True,"TYMLOS was reported with 'Blood parathyroid hormone decreased' in 14 cases. This combination occurs 4.69x more often than expected (95% CI: 2.76-7.97, entirely above 1, meaning the result is statistically significant). PRR=4.69 (≥2 threshold met), chi2=39.74 (≥4 threshold met)."
DUPIXENT,Teething,5,10.69,4.25,26.9,10.69,39.6,True,"DUPIXENT was reported with 'Teething' in 5 cases. This combination occurs 10.69x more often than expected (95% CI: 4.25-26.9, entirely above 1, meaning the result is statistically significant). PRR=10.69 (≥2 threshold met), chi2=39.6 (≥4 threshold met)."
DUPIXENT,Skin texture abnormal,5,10.69,4.25,26.9,10.69,39.6,True,"DUPIXENT was reported with 'Skin texture abnormal' in 5 cases. This combination occurs 10.69x more often than expected (95% CI: 4.25-26.9, entirely above 1, meaning the result is statistically significant). PRR=10.69 (≥2 threshold met), chi2=39.6 (≥4 threshold met)."
PREDNISONE,Delayed graft function,12,5.3,2.96,9.49,5.3,39.58,True,"PREDNISONE was reported with 'Delayed graft function' in 12 cases. This combination occurs 5.3x more often than expected (95% CI: 2.96-9.49, entirely above 1, meaning the result is statistically significant). PRR=5.3 (≥2 threshold met), chi2=39.58 (≥4 threshold met)."
METHOTREXATE,Sacroiliitis,10,5.94,3.15,11.17,5.94,39.45,True,"METHOTREXATE was reported with 'Sacroiliitis' in 10 cases. This combination occurs 5.94x more often than expected (95% CI: 3.15-11.17, entirely above 1, meaning the result is statistically significant). PRR=5.94 (≥2 threshold met), chi2=39.45 (≥4 threshold met)."
FOLIC ACID,Pupil fixed,6,8.73,3.84,19.86,8.73,38.98,True,"FOLIC ACID was reported with 'Pupil fixed' in 6 cases. This combination occurs 8.73x more often than expected (95% CI: 3.84-19.86, entirely above 1, meaning the result is statistically significant). PRR=8.73 (≥2 threshold met), chi2=38.98 (≥4 threshold met)."
FOLIC ACID,Hypoglycaemia neonatal,6,8.73,3.84,19.86,8.73,38.98,True,"FOLIC ACID was reported with 'Hypoglycaemia neonatal' in 6 cases. This combination occurs 8.73x more often than expected (95% CI: 3.84-19.86, entirely above 1, meaning the result is statistically significant). PRR=8.73 (≥2 threshold met), chi2=38.98 (≥4 threshold met)."
ASPIRIN,Necrotising colitis,6,8.7,3.83,19.76,8.7,38.97,True,"ASPIRIN was reported with 'Necrotising colitis' in 6 cases. This combination occurs 8.7x more often than expected (95% CI: 3.83-19.76, entirely above 1, meaning the result is statistically significant). PRR=8.7 (≥2 threshold met), chi2=38.97 (≥4 threshold met)."
PREDNISONE,Kidney fibrosis,7,7.9,3.65,17.1,7.9,38.84,True,"PREDNISONE was reported with 'Kidney fibrosis' in 7 cases. This combination occurs 7.9x more often than expected (95% CI: 3.65-17.1, entirely above 1, meaning the result is statistically significant). PRR=7.9 (≥2 threshold met), chi2=38.84 (≥4 threshold met)."
PREDNISONE,Renal tubular atrophy,6,8.99,3.89,20.8,8.99,38.81,True,"PREDNISONE was reported with 'Renal tubular atrophy' in 6 cases. This combination occurs 8.99x more often than expected (95% CI: 3.89-20.8, entirely above 1, meaning the result is statistically significant). PRR=8.99 (≥2 threshold met), chi2=38.81 (≥4 threshold met)."
PREDNISONE,Granulomatosis with polyangiitis,9,6.43,3.27,12.64,6.43,38.55,True,"PREDNISONE was reported with 'Granulomatosis with polyangiitis' in 9 cases. This combination occurs 6.43x more often than expected (95% CI: 3.27-12.64, entirely above 1, meaning the result is statistically significant). PRR=6.43 (≥2 threshold met), chi2=38.55 (≥4 threshold met)."
PREDNISONE,Follicular lymphoma,13,4.91,2.81,8.58,4.91,38.44,True,"PREDNISONE was reported with 'Follicular lymphoma' in 13 cases. This combination occurs 4.91x more often than expected (95% CI: 2.81-8.58, entirely above 1, meaning the result is statistically significant). PRR=4.91 (≥2 threshold met), chi2=38.44 (≥4 threshold met)."
FOLIC ACID,Abortion spontaneous,25,3.26,2.19,4.84,3.25,38.28,True,"FOLIC ACID was reported with 'Abortion spontaneous' in 25 cases. This combination occurs 3.26x more often than expected (95% CI: 2.19-4.84, entirely above 1, meaning the result is statistically significant). PRR=3.25 (≥2 threshold met), chi2=38.28 (≥4 threshold met)."
ASPIRIN,Ventricular septal defect,10,5.75,3.07,10.8,5.75,38.03,True,"ASPIRIN was reported with 'Ventricular septal defect' in 10 cases. This combination occurs 5.75x more often than expected (95% CI: 3.07-10.8, entirely above 1, meaning the result is statistically significant). PRR=5.75 (≥2 threshold met), chi2=38.03 (≥4 threshold met)."
RITUXIMAB,Hepatitis B reactivation,10,5.78,3.07,10.89,5.78,37.89,True,"RITUXIMAB was reported with 'Hepatitis B reactivation' in 10 cases. This combination occurs 5.78x more often than expected (95% CI: 3.07-10.89, entirely above 1, meaning the result is statistically significant). PRR=5.78 (≥2 threshold met), chi2=37.89 (≥4 threshold met)."
ASPIRIN,Product blister packaging issue,6,8.49,3.74,19.27,8.49,37.83,True,"ASPIRIN was reported with 'Product blister packaging issue' in 6 cases. This combination occurs 8.49x more often than expected (95% CI: 3.74-19.27, entirely above 1, meaning the result is statistically significant). PRR=8.49 (≥2 threshold met), chi2=37.83 (≥4 threshold met)."
